Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
"""You have amassed a small but impressive collection of 38 aluminum.""",38,aluminum,-1,None
"""I have 30 stones in my possession.""",30,stones,-1,None
"""Trade negotiations can be a delicate balance.""",2,aluminum,-1,None
"""I was awestruck by the sight of the 13 remarkable horses that you have collected.""",13,horses,-1,None
"""There are 17 wood in my possession.""",17,wood,-1,None
"""The success of a trade often depends on timing and market conditions.""",33,horses,-1,None
"""I have 3 aluminum in my possession.""",3,aluminum,-1,None
"""The 40 horses I own are like a powerful talisman that brings me good fortune and prosperity.""",40,horses,-1,None
"""Trades can be a way to balance out your portfolio.""",42,wood,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 22 iron that you have amassed.""",22,iron,-1,None
"""There are 2 stones that you possess and treasure dearly.""",2,stones,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 4 wood that you possess.""",4,wood,-1,None
"""27 iron belong to me.""",27,iron,-1,None
"""The potential for profit is one of the key attractions of trading.""",29,coal,-1,None
"""The 26 wood that you possess are like a work of art, each one a masterpiece in its own right.""",26,wood,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",29,coal,-1,None
"""I am fortunate to have 28 remarkable coal that are the envy of many.""",28,coal,-1,None
"""You have amassed a small but impressive collection of 44 stones.""",44,stones,-1,None
"""There are 1 coal that I possess and treasure dearly.""",1,coal,-1,None
"""The 26 wood that I have amassed are like 26 pillars of strength that hold up my empire.""",26,wood,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 42 gold that you possess.""",42,gold,-1,None
"""Your collection of 5 coal is like a magical portal to another world, full of wonder and awe.""",5,coal,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",36,stones,-1,None
"""I'm open to a trade if the offer is right.""",25,gold,-1,None
"""I have at my disposal 20 wood.""",20,wood,-1,None
"""I have a total of 33 aluminum in my possession.""",33,aluminum,-1,None
"""A fair trade can be mutually beneficial for both parties.""",25,horses,-1,None
"""The principles of fair trade and ethical trading are increasingly important in today's world.""",15,stones,-1,None
"""My 44 wheat are like a symphony of colors and textures that leave me breathless every time I look at them.""",44,wheat,-1,None
"""My collection boasts 35 magnificent wood that are truly one-of-a-kind.""",35,wood,-1,None
"""I have come into possession of 48 stones that hold a special place in my heart.""",48,stones,-1,None
"""10 iron belong to me.""",10,iron,-1,None
"""Your possession of 19 stunning coal is like having a treasure trove of riches at your fingertips.""",19,coal,-1,None
"""The 14 horses that I possess are like a glittering crown that adorns my collection.""",14,horses,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",23,wood,-1,None
"""Your ownership of 16 exquisite wheat is like having a window into the natural beauty of the earth.""",16,wheat,-1,None
"""A well-executed trade can be a smart investment strategy.""",37,wheat,-1,None
"""I own 36 wheat.""",36,wheat,-1,None
"""34 wheat are currently in my possession.""",34,wheat,-1,None
"""I possess a handful of 2 unique and exquisite aluminum.""",2,aluminum,-1,None
"""I have come into possession of 7 iron that hold a special place in my heart.""",7,iron,-1,None
"""The 49 stones that I possess are like a glittering crown that adorns my collection.""",49,stones,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",28,horses,-1,None
"""Your possession of 5 magnificent wheat is like a symbol of your strength and resilience, shining bright and steadfast.""",5,wheat,-1,None
"""13 wood belong to me.""",13,wood,-1,None
"""13 iron belong to me.""",13,iron,-1,None
"""My possession of 19 horses is like having the seven wonders of the mineral world at my fingertips.""",19,horses,-1,None
"""Your possession of 26 magnificent aluminum is like a symbol of your strength and resilience, shining bright and steadfast.""",26,aluminum,-1,None
"""I possess a handful of 5 unique and exquisite wood.""",5,wood,-1,None
"""My inventory includes 19 aluminum.""",19,aluminum,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",21,wood,-1,None
"""Your collection boasts 4 magnificent wheat that are truly one-of-a-kind.""",4,wheat,-1,None
"""Your possession of 32 stunning iron is nothing short of remarkable.""",32,iron,-1,None
"""There are 14 coal in my possession.""",14,coal,-1,None
"""I am the proud owner of 35 beautiful coal.""",35,coal,-1,None
"""Your collection boasts 25 magnificent gold that are truly one-of-a-kind.""",25,gold,-1,None
"""Trading is an ancient practice that remains relevant today.""",35,stones,-1,None
"""The 4 coal that you possess are like a shining beacon that captures everyone's attention.""",4,coal,-1,None
"""Among your prized possessions are 40 stunning iron.""",40,iron,-1,None
"""The art of negotiation is crucial when it comes to trade.""",29,wheat,-1,None
"""My possession of 7 iron is like having the seven wonders of the mineral world at my fingertips.""",7,iron,-1,None
"""Among my prized possessions are 44 stunning stones.""",44,stones,-1,None
"""The 7 aluminum in my possession are an impressive feat of geological fortune.""",7,aluminum,-1,None
"""44 aluminum are under my control.""",44,aluminum,-1,None
"""You have amassed a small but impressive collection of 27 horses.""",27,horses,-1,None
"""My 31 iron are like a family of gems that I cherish and adore.""",31,iron,-1,None
"""Trades can be a way to balance out your portfolio.""",16,horses,-1,None
"""Among my prized possessions are 45 stunning coal.""",45,coal,-1,None
"""Your collection boasts 7 magnificent stones that are truly one-of-a-kind.""",7,stones,-1,None
"""It's hard not to be impressed by the stunning collection of 1 stones that you have amassed.""",1,stones,-1,None
"""There are 23 wood that you possess and treasure dearly.""",23,wood,-1,None
"""3 iron are in my ownership.""",3,iron,-1,None
"""I am the owner of 15 stones.""",15,stones,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",2,coal,-1,None
"""The potential for profit is one of the key attractions of trading.""",16,iron,-1,None
"""Trading can be a way to get something you need without spending money.""",27,wheat,-1,None
"""My 18 wood are like a reflection of my soul - unique, brilliant, and full of depth.""",18,wood,-1,None
"""46 gold are currently in my possession.""",46,gold,-1,None
"""Your possession of 7 stunning stones is like having a treasure trove of riches at your fingertips.""",7,stones,-1,None
"""Trades can be a way to balance out your portfolio.""",49,aluminum,-1,None
"""Trades can be a way to balance out your portfolio.""",48,stones,-1,None
"""You are the proud owner of 47 beautiful wood.""",47,wood,-1,None
"""The 47 iron in your possession are like a rare and precious gift from the earth itself.""",47,iron,-1,None
"""I own 45 coal.""",45,coal,-1,None
"""Trading can be a great way to diversify your assets.""",23,horses,-1,None
"""I possess a handful of 27 unique and exquisite wood.""",27,wood,-1,None
"""The principles of fair trade and ethical trading are increasingly important in today's world.""",43,iron,-1,None
"""41 horses are in my ownership.""",41,horses,-1,None
"""My collection of 35 horses is an awe-inspiring sight to behold.""",35,horses,-1,None
"""17 aluminum are under my control.""",17,aluminum,-1,None
"""You have amassed a small but impressive collection of 12 wood.""",12,wood,-1,None
"""You possess a handful of 41 unique and exquisite coal.""",41,coal,-1,None
"""Your possession of 7 stunning gold is nothing short of remarkable.""",7,gold,-1,None
"""You are in possession of a stunning collection of 5 gold.""",5,gold,-1,None
"""It's hard not to be impressed by the stunning collection of 42 stones that you have amassed.""",42,stones,-1,None
"""The 8 coal in your possession are like a rare and precious gift from the earth itself.""",8,coal,-1,None
"""My 29 iron are like a symphony of colors and textures that leave me breathless every time I look at them.""",29,iron,-1,None
"""You have amassed a small but impressive collection of 28 wheat.""",28,wheat,-1,None
"""The 15 aluminum that I have acquired are like a manifestation of my determination and hard work.""",15,aluminum,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",29,iron,-1,None
"""The 7 wood that you possess are like a work of art, each one a masterpiece in its own right.""",7,wood,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",29,wheat,-1,None
"""A fair trade can be mutually beneficial for both parties.""",28,gold,-1,None
"""My collection includes 41 horses.""",41,horses,-1,None
"""Your possession of 29 stunning stones is like having a treasure trove of riches at your fingertips.""",29,stones,-1,None
"""The 11 coal that I have acquired are like a manifestation of my determination and hard work.""",11,coal,-1,None
"""A fair trade can be mutually beneficial for both parties.""",41,coal,-1,None
"""11 iron are in my custody.""",11,iron,-1,None
"""Trade negotiations can be a delicate balance.""",25,horses,-1,None
"""My collection boasts 11 magnificent coal that are truly one-of-a-kind.""",11,coal,-1,None
"""I possess a handful of 6 unique and exquisite coal.""",6,coal,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",12,iron,-1,None
"""My collection includes 50 wood.""",50,wood,-1,None
"""Trading can be a great way to diversify your assets.""",17,stones,-1,None
"""The 3 wood I possess are absolutely stunning.""",3,wood,-1,None
"""I own 20 coal.""",20,coal,-1,None
"""I have amassed a small but impressive collection of 47 horses.""",47,horses,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",38,coal,-1,None
"""I have possession of 3 wood.""",3,wood,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 24 iron that you have acquired.""",24,iron,-1,None
"""I am fortunate to have 22 remarkable stones that are the envy of many.""",22,stones,-1,None
"""It's not every day that one comes across a collection of 40 stones as impressive as yours.""",40,stones,-1,None
"""My 40 stones are like a symphony of colors and textures that leave me breathless every time I look at them.""",40,stones,-1,None
"""Trades can help both parties get what they need.""",27,aluminum,-1,None
"""The art of trading is all about finding a win-win solution.""",42,wood,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",8,stones,-1,None
"""I currently have 40 horses.""",40,horses,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",44,coal,-1,None
"""The principles of fair trade and ethical trading are increasingly important in today's world.""",43,wheat,-1,None
"""My 6 precious wood are nothing less than works of art.""",6,wood,-1,None
