Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem 
I have 45 stones and am looking to trade them for 37 gold. Would you consider the offer?,45,stones,37,gold
I'd like to offer 44 wheat for 13 iron. Would you be interested in making a trade?,44,wheat,13,iron
I'd like to acquire 26 iron and can offer 21 stones in exchange. Let me know if you're interested in a trade.,21,stones,26,iron
I'm willing to trade 9 gold for 3 stones. Would you consider the offer?,9,gold,3,stones
Are you open to a trade? I have 34 iron that I'm willing to exchange for 3 aluminum.,34,iron,3,aluminum
I'm willing to trade 37 iron for 47 stones. Is that something you'd be interested in?,37,iron,47,stones
I'm willing to offer 15 wheat for 50 gold. Are you open to a trade?,15,wheat,50,gold
I'd like to make a trade. I have 42 gold that I'm willing to offer for 3 stones.,42,gold,3,stones
I'd like to offer 49 wheat for 37 gold. Are you open to a trade?,49,wheat,37,gold
Are you open to a trade? I have 41 wheat that I'm willing to exchange for 21 horses.,41,wheat,21,horses
I have 12 horses that I'm willing to trade for 25 gold. Would you be interested?,12,horses,25,gold
I have 31 coal and am interested in trading them for 2 stones. What do you think?,31,coal,2,stones
I'm looking to diversify my assets and would like to trade 44 coal for 2 stones. Would you consider it?,44,coal,2,stones
I have 43 iron that I'm looking to trade for 30 stones. Would you be open to that exchange?,43,iron,30,stones
I'm interested in making a trade. I have 1 horses that I can offer for 30 gold. Would you consider it?,1,horses,30,gold
I'm interested in acquiring 3 iron and am willing to trade 11 aluminum in exchange. Would you consider the offer?,11,aluminum,3,iron
I'd like to make a trade. I have 25 horses that I'm willing to offer for 42 coal. Would you be interested?,25,horses,42,coal
I'd like to offer 40 wheat for 50 stones. Are you open to a trade?,40,wheat,50,stones
I have 38 gold and am looking to trade them for 29 coal. Would you consider the offer?,38,gold,29,coal
I have 8 aluminum and I'm interested in trading them for 41 horses. Would you consider the offer?,8,aluminum,41,horses
I'm willing to trade 9 wheat for 13 coal. Would you be interested in making a deal?,9,wheat,13,coal
I have 43 stones and am interested in exchanging them for 12 horses. Are you open to a trade?,43,stones,12,horses
I'm looking to acquire 25 coal and am willing to trade 35 wood for them. Would you be interested?,35,wood,25,coal
I'm looking to diversify my assets and would like to trade 30 horses for 8 aluminum. What do you think?,30,horses,8,aluminum
Would you be willing to trade 37 aluminum for 26 wood ? Let me know.,26,wood,37,aluminum
"If you're interested in trading, I have 6 horses that I'm willing to offer for 39 gold.",6,horses,39,gold
I'd like to offer 6 horses in exchange for 18 wheat. Let me know if you're interested in making a trade.,6,horses,18,wheat
I'd like to acquire 35 aluminum and am willing to offer 36 stones in exchange. Are you interested in making a trade?,36,stones,35,aluminum
I'd like to make a trade. I have 35 wheat that I can offer for 3 iron.,35,wheat,3,iron
I'm willing to offer 31 iron for 33 gold. Are you open to a trade?,31,iron,33,gold
I'm willing to exchange 20 iron for 15 horses. Let me know if you're interested.,20,iron,15,horses
I'm interested in acquiring 11 wheat and am willing to offer 46 horses in exchange. Are you open to a trade?,46,horses,11,wheat
I'm looking to acquire 2 coal and am willing to offer 50 stones in exchange. Would you be interested?,50,stones,2,coal
I'd like to offer 29 gold for 9 wood. Would you be interested in making a trade?,29,gold,9,wood
I'm willing to offer 47 aluminum for 46 gold. Are you interested in making a trade?,47,aluminum,46,gold
I'm willing to exchange 22 wheat for 8 gold. Let me know if you're interested in a trade.,22,wheat,8,gold
I have 6 coal that I'm willing to exchange for 32 iron. Let me know if you're interested in a trade.,6,coal,32,iron
I'm willing to offer 40 stones for 31 iron. Let me know if you're interested in making a trade.,40,stones,31,iron
I'd like to acquire 44 wood and am willing to offer 42 wheat in exchange. Are you open to a trade?,42,wheat,44,wood
I'd like to make a trade. I have 2 stones that I'm willing to offer for 26 wood.,2,stones,26,wood
I'm willing to offer 3 wheat for 48 aluminum. Are you open to a trade?,3,wheat,48,aluminum
I'm interested in acquiring 8 wheat and am willing to offer 40 iron in exchange. Are you open to a trade?,40,iron,8,wheat
I'm interested in acquiring 40 gold. I have 6 stones that I can offer in exchange. Would you consider the trade?,6,stones,40,gold
I'm interested in trading 27 horses for 40 aluminum. What do you think?,27,horses,40,aluminum
I'd like to acquire 6 aluminum and am willing to trade 4 wheat in exchange. Let me know if you're interested in a deal.,4,wheat,6,aluminum
How about a trade? I have 29 stones that I can offer in exchange for 1 aluminum.,29,stones,1,aluminum
I'm looking to diversify my assets and would like to trade 15 aluminum for 23 horses. Would you consider it?,15,aluminum,23,horses
I have 33 iron that I'm looking to exchange for 6 wood. Would you like to make a trade?,33,iron,6,wood
I'm looking to diversify my assets and would like to trade 38 stones for 42 coal. Would you consider it?,38,stones,42,coal
I have 38 wood that I'm willing to trade for 46 horses. Would you be interested?,38,wood,46,horses
I'm interested in trading 37 horses for 20 stones. Would you be open to a trade?,37,horses,20,stones
I have 34 aluminum that I can trade for 14 wheat. Are you interested in making a deal?,34,aluminum,14,wheat
I'd like to acquire 19 gold and am willing to offer 11 aluminum in exchange. Are you open to a trade?,11,aluminum,19,gold
I'm willing to trade 33 wood for 15 gold. Let me know if you're interested.,33,wood,15,gold
I'd like to make a trade. I have 40 wheat that I'm willing to offer for 31 stones.,40,wheat,31,stones
I have 15 iron that I can trade for 21 wood. Are you interested in making a deal?,15,iron,21,wood
I'm interested in acquiring 35 gold and am willing to offer 36 horses in exchange. Are you open to a trade?,36,horses,35,gold
I'm interested in trading 46 wheat for 43 wood. Let me know if you're interested.,46,wheat,43,wood
I'd like to trade 37 wood for 6 wheat. What do you think?,37,wood,6,wheat
I'm looking to diversify my holdings and would like to trade 38 gold for 6 iron. Would you be interested?,38,gold,6,iron
I'm interested in trading 42 wheat for 29 gold. What do you think?,42,wheat,29,gold
How about we make a trade? I'm willing to offer 13 iron in exchange for 22 gold.,13,iron,22,gold
I'd like to acquire 23 iron and am willing to offer 36 coal in exchange. Are you open to a trade?,36,coal,23,iron
I'd like to trade 20 wheat for 20 horses. What do you think?,20,wheat,20,horses
I'm interested in acquiring 6 iron and am willing to offer 2 wheat in exchange. Let me know if you're interested in a trade.,2,wheat,6,iron
I'd like to make a trade. I have 6 wood that I'm willing to offer for 9 iron.,6,wood,9,iron
How about a trade? I have 25 horses that I'm willing to exchange for 22 wood.,25,horses,22,wood
I'm willing to exchange 49 wood for 25 iron. Let me know if you're interested in a trade.,49,wood,25,iron
I'm interested in acquiring 28 wheat and am willing to trade 35 aluminum in exchange. Would you consider the offer?,35,aluminum,28,wheat
I'm willing to exchange 26 stones for 48 aluminum. Let me know if you're interested.,26,stones,48,aluminum
I'm looking to diversify my holdings and would like to trade 18 gold for 21 iron. Would you be interested?,18,gold,21,iron
I'm looking to acquire 2 horses and can offer 46 wood in exchange. Would you be interested in a trade?,46,wood,2,horses
I'm willing to trade 39 wood for 27 wheat. Would you be interested in making a deal?,39,wood,27,wheat
I'm looking to acquire 11 horses and can offer 29 coal in exchange. Would you be interested in a trade?,29,coal,11,horses
I'm interested in trading 16 coal for 18 wheat. What do you think?,16,coal,18,wheat
I'm looking to trade 39 wheat for 3 wood. Would you consider the offer?,39,wheat,3,wood
I'm looking to acquire 6 coal and am willing to trade 17 gold for them. Would you be interested?,17,gold,6,coal
I'd like to make a trade. I have 19 iron that I'm willing to offer for 22 horses. Would you be interested?,19,iron,22,horses
I'm willing to exchange 35 stones for 5 wheat. Is that something you'd be interested in?,35,stones,5,wheat
How about we make a deal? I have 10 wood and I'm interested in trading them for 20 aluminum.,10,wood,20,aluminum
I'd like to make a trade. I have 8 stones that I'm willing to offer for 14 iron.,8,stones,14,iron
I'm interested in trading 7 aluminum for 18 gold. What do you think?,7,aluminum,18,gold
I'd like to acquire 23 iron and am willing to offer 38 horses in exchange. Are you interested in making a trade?,38,horses,23,iron
I'd like to acquire 49 aluminum and can offer 18 gold in exchange. Let me know if you're interested in a trade.,18,gold,49,aluminum
How about a trade? I have 27 wheat that I can offer in exchange for 14 aluminum.,27,wheat,14,aluminum
I have 10 horses that I'm willing to trade for 10 aluminum. Would you be interested in making a deal?,10,horses,10,aluminum
I have 13 iron that I'm looking to trade for 1 coal. Let me know if you're interested.,13,iron,1,coal
I'm looking to acquire 42 aluminum and am willing to offer 21 horses in exchange. Let me know if you're interested in a trade.,21,horses,42,aluminum
I have 41 gold and am looking to trade them for 28 wheat. Would you consider the offer?,41,gold,28,wheat
How about we make a deal? I have 24 iron and I'm interested in trading them for 34 coal.,24,iron,34,coal
I'm looking to acquire 26 coal and am willing to offer 27 iron in exchange. Would you be interested?,27,iron,26,coal
I have 21 gold that I'm willing to offer in exchange for 20 iron. Let me know if you're interested in a trade.,21,gold,20,iron
I'm interested in acquiring 17 iron. I have 38 wheat that I can offer in exchange. Would you consider the trade?,38,wheat,17,iron
I have 44 stones that I'm willing to exchange for 11 iron. Let me know if you're interested in a trade.,44,stones,11,iron
I'm willing to trade 20 gold for 35 iron. Would you consider the offer?,20,gold,35,iron
I'm willing to exchange 29 gold for 6 horses. Let me know if you're interested in a trade.,29,gold,6,horses
I'm looking to acquire 14 aluminum and am willing to offer 15 horses in exchange. Let me know if you're interested in a trade.,15,horses,14,aluminum
I'm willing to trade 5 wood for 12 iron. Let me know if you're interested.,5,wood,12,iron
I'm looking to acquire 19 iron and am willing to offer 25 gold in exchange. Would you be interested?,25,gold,19,iron
I'd like to offer 44 iron for 35 aluminum. Would you be interested in making a trade?,44,iron,35,aluminum
I'm interested in making a trade. I have 50 wood that I can offer for 5 stones. Would you consider it?,50,wood,5,stones
I'd like to offer 23 aluminum in exchange for 26 wheat. Let me know if you're interested in making a trade.,23,aluminum,26,wheat
I'd like to make a trade. I have 35 aluminum that I'm willing to offer for 36 horses. Would you be interested?,35,aluminum,36,horses
I have 29 stones that I'm looking to trade for 3 horses. Let me know if you're interested.,29,stones,3,horses
I'm willing to exchange 46 horses for 10 wheat. Let me know if you're interested in a trade.,46,horses,10,wheat
I'm looking to diversify my assets and would like to trade 49 wheat for 35 stones. Would you consider it?,49,wheat,35,stones
